"Ticker
","Name
","Inception Date
","Fund Asset Class Focus
","Parent Comp. Name
","Fund Industry Focus
","Tot Asset (M)
"
FSHCX US Equity,FIDELITY HEALTH CARE SERV,6/30/1986,Equity,Fidelity Funds/USA,Health Care,1214.032
FOCSX US Equity,FDLTY SM CAP GRWTH K6,5/31/2017,Equity,Fidelity Funds/USA,N.A.,1212.655
ALMAX US Equity,ALGER WEATH SP GRWTH FUND-A,5/8/2002,Equity,Alger Funds/The,N.A.,1209.852
FSLBX US Equity,BROKERAGE & INVEST MGMT,7/29/1985,Equity,Fidelity Select Portfolios,Financial,1209.722
TFOAX US Equity,TOUCHSTONE FOCUSED EQTY-A,9/3/2003,Equity,Touchstone Strategic Trust,N.A.,1208.112
CHY US Equity,CALAMOS CVT AND HIGH INCOME,5/28/2003,Fixed Income,Calamos Funds/USA,N.A.,1207.156
SCTAX US Equity,ALLSPRING CA TAX FR-A,10/6/1988,Fixed Income,Allspring Funds Trust,N.A.,1199.435
ATCMVUU US Equity,ATM SMALL CAP MANAGED VOL,8/26/2011,Equity,EQ Advisors Trust,N.A.,1198.507
STIAX US Equity,FED HERM STRATEGIC INC-A,5/4/1994,Fixed Income,Federated Hermes Fixed Income Securities Inc,N.A.,1196.614
SSHFX US Equity,SOUND SHORE FUND INC-INV,5/17/1985,Equity,Sound Shore Funds,N.A.,1196.222
EPSPX US Equity,MNSTY EPCH GLBL EQ YLD-A,8/2/2006,Equity,MainStay Funds Trust,N.A.,1195.741
EADOX US Equity,EATON VANCE E/M DBT OPP-A,9/3/2015,Fixed Income,Eaton Vance Series Fund Inc,N.A.,1194.895
WILIX US Equity,WILLIAM BLAIR INTL LEADERS-I,8/16/2012,Equity,Columbia Funds Variable Series Trust II,N.A.,1193.34
PMDAX US Equity,PRINCIPAL SM-MID CAP DVD-A,6/6/2011,Equity,Principal Funds Inc,N.A.,1191.09
SCPYX US Equity,CARILLON RMS COR PL BND-Y,11/12/2009,Fixed Income,Carillon Series Trust,N.A.,1190.349
DBPIX US Equity,DWS SHORT DURATION-S,12/23/1998,Fixed Income,Deutsche DWS Income Trust,N.A.,1189.654
DIVO US Equity,AMPLIFY CWP ENHANCED DIVIDEN,12/14/2016,Equity,Amplify Investments LLC/ETF,N.A.,1189.619
QUSIX US Equity,PEAR TREE POL-F/V SM CAP-INS,5/1/2008,Equity,Pear Tree Funds,N.A.,1188.472
EMOAX US Equity,EATON VANCE MUNI OPPORT-A,5/31/2011,Fixed Income,Eaton Vance Municipals Trust,N.A.,1188.028
CNSAX US Equity,INVESCO CONVERT SEC-A,7/28/1997,Fixed Income,AIM Investment Funds Invesco Investment Funds,N.A.,1186.948
LCGFX US Equity,WILLIAM BLAIR LRG CAP GR-I,12/27/1999,Equity,William Blair Funds,N.A.,1186.538
DMUSX US Equity,DELAWARE TAX-FR USA INTM-A,1/7/1993,Fixed Income,Delaware Group Tax-Free Fund,N.A.,1185.23
SUBFX US Equity,CARILLON RMS UNCONS BND-I,9/29/2011,Fixed Income,Carillon Series Trust,N.A.,1183.562
MSCAX US Equity,MNSTY MCKY CA T/F OPP-A,2/28/2013,Fixed Income,MainStay Funds Trust,N.A.,1183.431
USHYX US Equity,USAA HIGH INCOME FUND-FND,8/2/1999,Fixed Income,USAA Mutual Funds Trust,N.A.,1180.941
LDUR US Equity,PIMCO ENHANCED LOW DURATION,1/23/2014,Fixed Income,Pimco ETFs/USA,N.A.,1180.672
EEIIX US Equity,EATON VANCE EMG MKTS LOC-I,11/30/2009,Fixed Income,Eaton Vance Mutual Funds Trust,N.A.,1179.457
CCCAX US Equity,CENTER COAST BRKFLD MID-A,12/31/2010,Equity,Brookfield Investment Funds,Energy,1177.286
FADAX US Equity,FIDELITY ADV DIVIDEND GRTH-A,12/28/1998,Equity,Fidelity Advisor Series I,N.A.,1176.195
PYSBX US Equity,PAYDEN LOW DURATION FUND,1/1/1994,Fixed Income,Payden & Rygel Investment Group/The,N.A.,1175.805
MXIVX US Equity,GRT-WST MFS INTL VAL-INV,4/7/2010,Equity,Great-West Funds Inc,N.A.,1175.152
NRK US Equity,NUVEEN NY AMT-FR MUNI INC FD,11/21/2002,Fixed Income,Nuveen Closed-End Funds/USA,N.A.,1174.611
SGDIX US Equity,SPROTT GOLD EQUITY FUND-INST,4/8/2019,Equity,Sprott Funds Trust,Materials,1174.305
SIVIX US Equity,STATE ST INST SM CAP EQ-I,8/3/1998,Equity,State Street Institutional Funds,N.A.,1174.12
LACFX US Equity,LORD ABBETT CONVERTIBLE-A,6/30/2003,Fixed Income,Lord Abbett Investment Trust,N.A.,1172.785
SDHAX US Equity,LRD ABBTT SH DUR H/I MUNI-A,6/1/2015,Fixed Income,Lord Abbett Municipal Income Fund Inc,N.A.,1172.731
BIAEX US Equity,BROWN ADV TAX EXEMPT BND-INV,6/29/2012,Fixed Income,Brown Advisory Funds,N.A.,1169.778
EXTGX US Equity,EATON VANCE TAX MGD G 1.2-A,2/28/2001,Equity,Eaton Vance Mutual Funds Trust,N.A.,1165.994
GGOSX US Equity,GLDMN SCHS GRWTH OPPRT-SRV,5/24/1999,Equity,Goldman Sachs Trust,N.A.,1165.777
RPIBX US Equity,T ROWE PR INTL BND-INV,9/10/1986,Fixed Income,T Rowe Price International Funds Inc,N.A.,1165.386
HISCX US Equity,HARTFORD SMALL CAP GR HLS-IA,5/2/1994,Equity,Hartford Series Fund Inc,N.A.,1165.241
VEVFX US Equity,VANGUARD EXPLORER VALUE FUND,3/30/2010,Equity,Vanguard Scottsdale Funds,N.A.,1165.152
CFIMX US Equity,CLIPPER FUND,12/31/2005,Equity,Clipper Funds Trust,N.A.,1163.858
FSDPX US Equity,FIDELITY SELECT MATERIALS PT,9/29/1986,Equity,Fidelity Funds/USA,Materials,1154.266
MUSEX US Equity,MFS BLENDED RSRCH CORE EQT-I,2/1/2001,Equity,MFS Municipal Series Trust,N.A.,1154.202
GSSQX US Equity,GLDMN SCHS US EQTY INSG-A,5/24/1991,Equity,Goldman Sachs Trust,N.A.,1154.161
JASBX US Equity,JH SHRT DUR FLEX BND-T,9/1/1992,Fixed Income,Janus Investment Fund,N.A.,1154.132
RMMBX US Equity,ASPIRIANT RSK-MNGD MUNI BND,6/30/2015,Fixed Income,Aspiriant Trust,N.A.,1151.534
MGBAX US Equity,MFS GLOBAL OPP  BOND FUND-A,6/2/2010,Fixed Income,MFS Series Trust X,N.A.,1150.286
JAAA US Equity,JANUS HENDERSON AAA CLO ETF,10/16/2020,Fixed Income,Janus Detroit Street Trust,N.A.,1149.607
AVEM US Equity,AVANTIS EMERGING MARKETS EQ,9/19/2019,Equity,American Century ETF Trust,N.A.,1149.437
ACLEX US Equity,AMER CENT NT EQUITY GROW-G,5/12/2006,Equity,American Century Capital Portfolios Inc,N.A.,1149.325
REMSX US Equity,RUSSELL EMERGING MARKETS-S,1/29/1993,Equity,Russell Investment Co,N.A.,1147.781
JIMAX US Equity,JPMORGAN INFLATN MGD BND-A,3/31/2010,Fixed Income,JPMorgan Trust I,N.A.,1147.467
DFSHX US Equity,DFA SELECT HEDGE GLOBAL F/I,1/9/2008,Fixed Income,DFA Investment Dimensions Group Inc,N.A.,1146.235
DRMBX US Equity,BNYM AMT-FR MUNI BND-Z,5/6/1994,Fixed Income,Dreyfus Municipal Funds Inc,N.A.,1142.785
CHDEX US Equity,CULLEN HIGH DIVIDEND EQ-RET,8/1/2003,Equity,Cullen Funds Trust,N.A.,1142.602
LMASX US Equity,CLEARBRIDGE SMALL CAP-C,12/30/1985,Equity,Legg Mason Partners Equity Trust,N.A.,1142.279
EPLCX US Equity,MAINSTAY EP US EQTY YLD-INST,12/3/2008,Equity,MainStay Funds Trust,N.A.,1140.84
PRESX US Equity,T ROWE PR EUROPEAN STOCK-INV,2/28/1990,Equity,T Rowe Price International Funds Inc,N.A.,1140.826
PYCBX US Equity,PAYDEN CORE BOND FUND-INV,1/1/1994,Fixed Income,Payden & Rygel Investment Group/The,N.A.,1140.623
NLCAX US Equity,VOYA LARGE-CAP GROWTH-A,7/21/1997,Equity,Voya Equity Trust,N.A.,1138.878
HTRB US Equity,HARTFORD TOTAL RTRN BOND ETF,9/28/2017,Fixed Income,Hartford Funds ETFs/USA,N.A.,1137.414
CFBNX US Equity,COMMERCE BOND FUND,12/12/1994,Fixed Income,Commerce Funds/The,N.A.,1135.872
LAAAX US Equity,WESTERN ASST MACRO OPP-A,8/30/2013,Fixed Income,Western Asset Funds Inc,N.A.,1135.093
JHYAX US Equity,JANUS HNDRSN HIGH YLD-A,7/29/1995,Fixed Income,Janus Investment Fund,N.A.,1133.337
RYIPX US Equity,ROYCE INTL PREM-SRV,12/31/2010,Equity,Royce Fund/The,N.A.,1131.561
TCOFX US Equity,ADV TACT OFFEN COR FIX INC,2/25/2011,Fixed Income,Adviser Managed Trust/SEI Investments Management Corp,N.A.,1128.707
CLM US Equity,CORNERSTONE STRATEGIC VALUE,7/1/1987,Equity,Cornerstone Funds/Closed-end/USA,N.A.,1128.048
LLINX US Equity,LONGLEAF PARTNERS INTL,10/26/1998,Equity,Longleaf Partners Funds Trust,N.A.,1127.636
SGINX US Equity,DWS GNMA FUND-S,7/14/2000,Fixed Income,Deutsche DWS Investment Trust,N.A.,1124.765
EXMAX US Equity,ETN VAN SHRT DUR MUNI OP-A,6/27/1996,Fixed Income,Eaton Vance Investment Trust,N.A.,1124.411
BRAMX US Equity,BLACKROCK BD ALL TGT SH-M,10/1/2004,Fixed Income,Blackrock Allocation Target Shares,N.A.,1122.988
HRIDX US Equity,HARBOR DIV INT ALL CAP-ADM,11/2/2015,Equity,Harbor Funds,N.A.,1118.529
PBQAX US Equity,PGIM JENNISON BLEND-A,1/22/1990,Equity,Prudential Investment Portfolios 8,N.A.,1117.857
AOD US Equity,ABERDEEN TTL DYN DIVID,1/25/2007,Equity,Aberdeen Funds,N.A.,1116.358
FGFBX US Equity,FED HERM INTL LDRS-B,9/30/1998,Equity,Federated World Investment Series Inc,N.A.,1115.991
ACLWX US Equity,AMER CENT NT HERITAGE-G,5/12/2006,Equity,American Century Capital Portfolios Inc,N.A.,1115.081
PCLCX US Equity,PACE LARGE CO GRW EQY INV-P,8/24/1995,Equity,PACE Select Advisors Trust,N.A.,1112.447
CHI US Equity,CALAMOS CONVERTIBLE OPP&INC,6/25/2002,Fixed Income,Calamos Funds/USA,N.A.,1111.524
UCON US Equity,FIRST TRUST TCW UNCONSTRAINE,6/5/2018,Fixed Income,First Trust ETFs/USA,N.A.,1110.821
HCINX US Equity,HC CAPITAL INSTL INTL EQ-HCS,11/20/2009,Equity,HC Capital Trust,N.A.,1107.431
PCLVX US Equity,PACE LARGE CO VAL EQ INV-P,8/24/1995,Equity,PACE Select Advisors Trust,N.A.,1106.482
PHYIX US Equity,PUTNAM HIGH YIELD FUND-A,3/25/1986,Fixed Income,Putnam High Yield Fund/Fund Parent,N.A.,1106.447
FGUSX US Equity,FED HER GOVERN ULTRASHORT-IN,7/10/1997,Fixed Income,Federated Institutional Trust,N.A.,1105.585
ETHSX US Equity,EATON VANCE-WWIDE HLTH SCI-A,7/26/1985,Equity,Eaton Vance Mutual Funds Trust,Health Care,1105.035
BROAX US Equity,BLCKRCK ADVANT INTL-A,1/31/2006,Equity,BlackRock Funds Inc/USA,N.A.,1104.368
COSAX US Equity,COLUMBIA OVERSEAS CORE-A,3/5/2018,Equity,Columbia Funds Series Trust II,N.A.,1103.594
USCAX US Equity,USAA SMALL CAP STOCK-FND,8/2/1999,Equity,USAA Mutual Funds Trust,N.A.,1102.69
THDAX US Equity,THORNBURG DEVELOPING WRLD-A,12/16/2009,Equity,Thornburg Investment Trust,N.A.,1099.214
ETW US Equity,EATON VANCE TAX MAN GLBL BR,9/28/2005,Equity,Eaton Vance Funds/Closed-end/USA,N.A.,1098.261
AHGNX US Equity,AMER CENT NT HIGH INC-G,5/19/2017,Fixed Income,American Century Investment Trust,N.A.,1096.752
PMDEX US Equity,PMC DIVERSIFIED EQUITY,8/26/2009,Equity,Trust For Professional Managers/Envestnet Asset Management Inc,N.A.,1095.457
FFRSX US Equity,FED HER FLO RATE STR INC-INS,12/3/2010,Fixed Income,Federated Income Securities Trust,N.A.,1093.981
VVPSX US Equity,VULCAN VALUE PART SM CAP-INV,12/30/2009,Equity,Financial Investors Trust,N.A.,1091.752
NMFIX US Equity,NRTHRN MM GL LSTD INFRSTRCT,9/18/2012,Equity,Northern Funds,Thematic,1090.515
RPFGX US Equity,DAVIS FINANCIAL FUND-A,5/1/1991,Equity,Davis Series Inc,Financial,1090.267
BEMIX US Equity,BRANDES INSTL EMG MKTS VAL-I,8/20/1996,Equity,Brandes Investment Trust,N.A.,1089.57
JGYAX US Equity,JH III GLBL SHRHLDR YLD-A,3/1/2007,Equity,John Hancock Funds II,N.A.,1087.071
MSGGX US Equity,MERIDIAN SMALL CAP GROW-LEG,12/16/2013,Equity,Meridian Fund Inc,N.A.,1086.88
ESGMX US Equity,MIROVA GLBL SUSTAIN EQTY-A,3/31/2016,Equity,Natixis Funds Trust I,Thematic,1086.1
IGR US Equity,CBRE GLOBAL REAL ESTATE INCO,2/25/2004,Equity,CBRE Investment Management Listed Real Assets LLC,Real Estate,1084.924
FAGNX US Equity,FIDELITY ADVISOR ENERGY-M,12/29/1987,Equity,Fidelity Advisor Series VII,Energy,1082.486
AMOMX US Equity,AQR LRG CAP MOMENT STY-L,7/9/2009,Equity,AQR Funds,N.A.,1079.422
PDT US Equity,JOHN HAN PREMIUM DIVIDEND FD,12/1/1989,Equity,John Hancock Funds/Closed-end/USA,N.A.,1078.012
TMMAX US Equity,SEI TAX MANAGED VOLATILITY-F,12/20/2007,Equity,SEI Institutional Managed Trust,N.A.,1077.19
FALGX US Equity,FIDELITY ADV LRG CAP-M,2/20/1996,Equity,Fidelity Advisor Series I,N.A.,1077.151
DQIAX US Equity,BNYM EQUITY INCOME-A,7/5/2006,Equity,BNY Mellon Investment Funds IV Inc,N.A.,1076.286
MATFX US Equity,MATTHEWS ASIA INNOVATORS-INV,12/27/1999,Equity,Matthews International Funds,N.A.,1075.528
FMFMX US Equity,FIDELITY ADV EQUITY GROWTH,6/6/2014,Equity,Fidelity Advisor Series I,N.A.,1075.443
JISZX US Equity,JPM UNCONSTRAINED DEBT-R2,12/1/2010,Fixed Income,JPMorgan Trust II,N.A.,1073.826
MQY US Equity,BLACKROCK MUNIYIELD QUALITY,7/20/1992,Fixed Income,BlackRock Funds/Closed-End/USA,N.A.,1073.191
JMKAX US Equity,JH II-EMERG MRKTS DBT-A,1/4/2010,Fixed Income,John Hancock Funds II,N.A.,1069.871
GEIAX US Equity,GLDMN SCHS ENHAN INC-A,8/2/2000,Fixed Income,Goldman Sachs Trust,N.A.,1069.108
FGINX US Equity,DELAWARE GRWTH & INC-A,10/4/1993,Equity,Delaware Group Equity Funds IV,N.A.,1068.649
GLDYX US Equity,GUIDESTONE LOW DUR BOND-GS2,8/27/2001,Fixed Income,GuideStone Funds,N.A.,1068.55
EVSAX US Equity,ALLSPRING DISC US COR-A,2/28/1990,Equity,Allspring Funds Trust,N.A.,1068.361
MEGI US Equity,MAINSTAY CBRE GLBL INFR MEGA,10/27/2021,Equity,MainStay CBRE Global Infrastructure Megatrends Fund/Fund Parent,N.A.,1068.335
UMMGX US Equity,COLUMBIA BOND FUND-I,1/9/1986,Fixed Income,Columbia Funds Series Trust I,N.A.,1068.309
WBIIX US Equity,WILLIAM BLAIR INST INTL GRWT,7/26/2002,Equity,William Blair Funds,N.A.,1067.439
USGNX US Equity,USAA GOVERNMENT SECURITE-FND,2/1/1991,Fixed Income,USAA Mutual Funds Trust,N.A.,1067.155
PKAAX US Equity,PIMCO RAE US FUND-A,6/5/2015,Equity,PIMCO Equity Series,N.A.,1066.854
BLOK US Equity,AMPLIFY TRANSFOR DATA SHARIN,1/17/2018,Equity,Amplify Investments LLC/ETF,Thematic,1066.622
NTIIX US Equity,NVGTR TACT INV GRD BND-I,3/26/2021,Fixed Income,Northern Lights Fund Trust/Clark Capital Management Group Inc,N.A.,1063.644
FMINX US Equity,FRANKLIN MN TAX-FR INC-A1,4/3/1985,Fixed Income,Franklin Tax Free Trust,N.A.,1062.752
TNWCX US Equity,TIAA-CREF SOC LW CRBN EQ-INS,8/7/2015,Equity,TIAA-CREF Funds,N.A.,1059.2
THOAX US Equity,THORNBURG GLOBAL OPPORT-A,7/28/2006,Equity,Thornburg Investment Trust,N.A.,1059.174
NEMAX US Equity,NEUBERG BERM EMRG MRKT-A,10/8/2008,Equity,Neuberger Berman Equity Funds,N.A.,1058.242
TSMNX US Equity,TIAA-CREF QUANT SM/M CAP-ADV,8/5/2016,Equity,TIAA-CREF Funds,N.A.,1057.032
JSCSX US Equity,JPMORGAN US SMALL COMP-SEL,9/10/2001,Equity,JPMorgan Trust II,N.A.,1056.275
BCX US Equity,BLACKROCK RESOURCES & COMMOD,3/30/2011,Equity,BlackRock Funds/Closed-End/USA,Thematic,1056.213
EOS US Equity,EATON VANCE ENH EQT INC II,1/26/2005,Equity,Eaton Vance Funds/Closed-end/USA,N.A.,1055.722
PEQUX US Equity,PUTNAM FOCUSED INTER EQUTY-A,7/1/1994,Equity,Putnam Global Equity Fund/Fund Parent,N.A.,1054.11
HIAOX US Equity,HARTFORD INTL OPPORT HLS-IA,7/2/1990,Equity,Hartford Series Fund Inc,N.A.,1054.021
BGATX US Equity,BGF GLOBAL ALPHA EQ-2,1/6/2013,Equity,Baillie Gifford Funds,N.A.,1053.741
MACSX US Equity,MATTHEWS ASIAN GR & INC-INV,9/12/1994,Equity,Matthews International Funds,N.A.,1053.166
PPQMX US Equity,PRINCIPAL MIDCAP GRTH III-R3,12/6/2000,Equity,Principal Funds Inc,N.A.,1051.692
PRGMX US Equity,T ROWE PR GNMA-INV,11/26/1985,Fixed Income,T Rowe Price GNMA Fund Inc,N.A.,1051.598
JEMDX US Equity,JPMORGAN EMERG MRKT DEBT-I,4/17/1997,Fixed Income,JPMorgan Trust I,N.A.,1050.663
SECT US Equity,MAIN SECTOR ROTATION ETF,9/5/2017,Equity,Northern Lights Fund Trust IV,N.A.,1049.19
VVOAX US Equity,INVESCO VALUE OPPORT-A,6/25/2001,Equity,AIM Investment Funds Invesco Investment Funds,N.A.,1045.633
SVIIX US Equity,VIRTUS CEREDX L/C VAL EQ-A,2/17/1993,Equity,Virtus Asset Trust,N.A.,1043.97
DSEFX US Equity,DOMINI IMPACT EQUITY-INV,6/3/1991,Equity,Domini Investment Trust,Thematic,1043.827
GHAAX US Equity,VAN ECK GLOBAL RESOURCES-A,11/2/1994,Equity,VanEck Funds,Thematic,1043.637
MSTDX US Equity,MASSMUTUAL SHRT DUR BND-R5,10/3/1994,Fixed Income,MassMutual Select Funds,N.A.,1039.514
DGFAX US Equity,DAVIS GLOBAL FUND-A,12/22/2004,Equity,Davis New York Venture Fund Inc,N.A.,1039.437
SMEAX US Equity,INVESCO SMALL CAP EQUITY-A,8/31/2000,Equity,AIM Investment Funds Invesco Investment Funds,N.A.,1038.422
TSONX US Equity,TIAA-CREF SOC CH INTL EQ-INS,8/7/2015,Equity,TIAA-CREF Funds,N.A.,1038.095
MSOS US Equity,ADVISORSHARES PURE US CANN,9/20/2020,Equity,AdvisorShares ETFs/USA,Thematic,1036.17
BMCAX US Equity,BLCKRCK ADV LRG CAP GRW-A,8/26/1986,Equity,BlackRock Funds,N.A.,1035.177
JAGG US Equity,JPM US AGG BOND ETF,12/14/2018,Fixed Income,JP Morgan ETFs/USA,N.A.,1031.965
RPHIX US Equity,RIVERPARK S/T HI YLD-INST,9/30/2010,Fixed Income,RiverPark Funds Trust,N.A.,1030.226
SSMAX US Equity,SEI INST INV S/M CAP EQTY-A,12/15/2003,Equity,SEI Institutional Investments Trust,N.A.,1027.599
AWF US Equity,ALLIANCEBERNSTEIN GL HI INC,7/28/1993,Fixed Income,Alliance Funds/Closed-end/USA,N.A.,1025.272
NEFSX US Equity,NATIXIS US EQTY OPPORT-A,7/7/1994,Equity,Natixis Funds Trust I,N.A.,1024.274
SCSAX US Equity,ALLSPRING COMMON STCK-A,11/30/2000,Equity,Allspring Funds Trust,N.A.,1019.781
BLDRX US Equity,BLACKROCK MANAGED INCOME-K,10/19/2007,Fixed Income,BlackRock Funds II,N.A.,1019.595
HFRO US Equity,HIGHLAND INCOME FUND,1/13/2000,Fixed Income,Highland Funds I,N.A.,1017.332
HFCIX US Equity,HENNESSY FOCUS FUND-INS,5/30/2008,Equity,Hennessy Funds/USA,N.A.,1014.537
ALCAX US Equity,AB CALIFORNIA PORTFOLIO-A,12/29/1986,Fixed Income,AB Municipal Income Fund Inc,N.A.,1013.859
ECTMX US Equity,EATON VANCE DIVIDEND BUILD-C,11/1/1993,Equity,Eaton Vance Mutual Funds Trust,N.A.,1010.985
GTO US Equity,INVESCO TOTAL RETURN BOND ET,2/10/2016,Fixed Income,Invesco ETFs/USA,N.A.,1010.146
FFGCX US Equity,FIDELITY GLOBAL COMM STOCK,3/25/2009,Equity,Fidelity Funds/USA,Materials,1008.519
CULAX US Equity,CALVERT ULTRASHORT DUR INC-A,10/31/2006,Fixed Income,Calvert Management Series,N.A.,1008.192
GABGX US Equity,GAMCO GROWTH-A,4/10/1987,Equity,Gabelli Asset Management Co/USA,N.A.,1007.204
STAFX US Equity,ALLSPRING LRG CAP GRW-A,7/30/2010,Equity,Allspring Funds Trust,N.A.,1005.868
RYSEX US Equity,ROYCE SPECIAL EQUITY-INV,5/1/1998,Equity,Royce Fund/The,N.A.,1005.694
HFOAX US Equity,JANUS HNDRSN INTL OPPRT-A,8/31/2001,Equity,Janus Investment Fund,N.A.,1004.934
HOVLX US Equity,HOMESTEAD VALUE FUND,11/19/1990,Equity,Homestead Funds Inc,N.A.,1004.74
PLSDX US Equity,PF SHORT DURATION INCOME-I,12/19/2011,Fixed Income,Pacific Funds Series Trust,N.A.,1004.063
SVTAX US Equity,SEI GLOBAL MANAGED VOL-F,7/27/2006,Equity,SEI Institutional Managed Trust,N.A.,1001.836
STMSX US Equity,SEI TAX MGD SM MID CAP-F,10/31/2000,Equity,SEI Institutional Managed Trust,N.A.,1001.642
SEHAX US Equity,STIT US EQTY FCTR ALL-A,4/26/2018,Equity,SEI Institutional Investments Trust,N.A.,1000.472
AEMGX US Equity,ACADIAN EMG MRKTS PORT-INV,6/17/1993,Equity,Acadian Asset Management LLC,N.A.,999.576
HWHIX US Equity,H&W HIGH YIELD-I,3/31/2009,Fixed Income,Hotchkis and Wiley Funds/DE,N.A.,998.78
PSYPX US Equity,PALMER SQ INCOME PLUS FUND,2/28/2014,Fixed Income,Investment Managers Series Trust/Palmer Square Capital Management LLC,N.A.,998.437
HQH US Equity,TEKLA HEALTHCARE INVESTORS,4/22/1987,Equity,H&Q Funds/USA,Health Care,998.048
WAIGX US Equity,WASATCH INTL GROW-INV,6/28/2002,Equity,Wasatch Funds Trust,N.A.,995.694
FRPAX US Equity,FRANKLIN PA TAX-FR INC-A1,12/1/1986,Fixed Income,Franklin Tax Free Trust,N.A.,995.463
DPLTX US Equity,BNYM HIGH YIELD-A,6/2/1997,Fixed Income,BNY Mellon Investment Funds III,N.A.,995.203
RA US Equity,BROOKFIELD REAL ASSETS INCOM,12/5/2016,Fixed Income,Brookfield Closed End Funds/USA,N.A.,994.812
FSHSX US Equity,FED HERM SH/INT DUR MUNI-SER,9/1/1993,Fixed Income,Federated Short-Intermediate Duration Municipal Trust/Fund Parent,N.A.,993.793
GSDAX US Equity,GLDMN SCHS EMRG MKT DBT-A,8/29/2003,Fixed Income,Goldman Sachs Trust,N.A.,993.442
BMEAX US Equity,BLCKRCK HIGH EQTY INC-A,5/1/1998,Equity,BlackRock Funds,N.A.,992.215
GSXAX US Equity,ABERDEEN US SM CAP EQ-A,11/2/1998,Equity,Aberdeen Investment Funds,N.A.,991.41
FTAZX US Equity,FRANKLIN AZ TAX-FR INC-A1,9/1/1987,Fixed Income,Franklin Tax Free Trust,N.A.,990.718
FOMCX US Equity,FIDELITY ADV MORTG SECS-C,8/16/2001,Fixed Income,Fidelity Advisor Series II,N.A.,990.714
PRNMX US Equity,PGIM NATIONAL MUNI-A,1/22/1990,Fixed Income,Prudential National Muni Fund Inc,N.A.,990.601
REACX US Equity,AMER CENT RL EST-INV,9/21/1995,Equity,American Century Capital Portfolios Inc,Real Estate,988.75
PORTX US Equity,TRILLIUM ESG GLBL EQTY-RTL,9/30/1999,Equity,Professionally Managed Portfolios,Thematic,988.349
SLCAX US Equity,SEI INST INV LRGE CAP FUND-A,6/14/1996,Equity,SEI Institutional Investments Trust,N.A.,987.89
PADAX US Equity,PGIM ABSOLUTE RETURN BND-A,3/30/2011,Fixed Income,Prudential Investment Portfolios 9,N.A.,987.596
FIREX US Equity,FIDELITY INTL REAL ESTATE,9/8/2004,Equity,Fidelity Funds/USA,Real Estate,987.546
IEVAX US Equity,COLUMBIA GLOBAL VAL FUND-A,3/20/1995,Equity,Columbia Funds Series Trust II,N.A.,986.708
HRCVX US Equity,CARILLON EAGLE GRW & INC-A,12/15/1986,Equity,Carillon Series Trust,N.A.,986.08
BUFSX US Equity,BUFFALO SMALL CAP FUND,4/14/1998,Equity,Buffalo Funds,N.A.,985.82
TRCRBI2 US Equity,TRANSAMERICA CORE BOND-I2,7/1/2009,Fixed Income,Transamerica Funds,N.A.,984.002
QCVAX US Equity,CLEARWATER INTERNATIONAL,2/5/2009,Equity,Clearwater Investment Trust,N.A.,982.195
AWTAX US Equity,VIRTUS ALLIANZ WATER-A,3/31/2008,Equity,Virtus Strategy Trust,Thematic,981.427
PRHAX US Equity,PGIM MUNI HIGH INCOME-A,1/22/1990,Fixed Income,Prudential Investment Portfolios 4,N.A.,980.759
PEIBX US Equity,PUTNAM NY TAX EXEMPT INC-B,1/4/1993,Fixed Income,Putnam New York Tax Exempt Income Fund/Fund Parent,N.A.,979.809
DESIX US Equity,DFA EM MRKT SUST CORE 1-INST,3/27/2018,Equity,DFA Investment Dimensions Group Inc,N.A.,979.669
JFINX US Equity,JOHNSON FIXED INCOME FUND,1/4/1993,Fixed Income,Johnson Mutual Funds Trust,N.A.,979.485
COHOX US Equity,COHO REL VALUE EQUITY-ADV,8/14/2013,Equity,Managed Portfolio Series,N.A.,978.752
MCFAX US Equity,MILLER CONVERTIBLE BOND-A,12/14/2007,Fixed Income,Miller Investment Trust,N.A.,977.227
SSTHX US Equity,ALLSPRING S/T HIGH YLD-A,2/29/2000,Fixed Income,Allspring Funds Trust,N.A.,976.792
SVOAX US Equity,SEI INST TR US MGD VOLATY-F,10/28/2004,Equity,SEI Institutional Managed Trust,N.A.,972.624
BOTSX US Equity,BRIDGEWAY TAX MAN S/C VALUE,12/31/2010,Equity,Bridgeway Funds Inc,N.A.,972.457
KDHAX US Equity,DWS CROCI EQTY DVD-A,3/18/1988,Equity,Deutsche DWS Investment Trust,N.A.,972.067
ALDAX US Equity,COLUMBIA LTD DRTN CRDT-A,6/19/2003,Fixed Income,Columbia Funds Series Trust II,N.A.,971.397
SVYAX US Equity,SEI INST INV TR US MGD VOL-A,12/30/2008,Equity,SEI Institutional Investments Trust,N.A.,969.828
FRMOX US Equity,FRANKLIN MO TAX-FR INC-A1,9/1/1987,Fixed Income,Franklin Tax Free Trust,N.A.,968.759
SPQAX US Equity,PGIM JENNISON GBL EQ IN-A,4/12/2004,Equity,Prudential Investment Portfolios 8,N.A.,968.544
EKOAX US Equity,ALLSPRING OMEGA GRWTH-A,4/29/1986,Equity,Allspring Funds Trust,N.A.,966.795
MECGX US Equity,MIRAE ASST EM MKT GR CONS-A,11/4/2010,Equity,Mirae Asset Discovery Funds,N.A.,966.457
