"Ticker
","Name
","Inception Date
","Fund Asset Class Focus
","Parent Comp. Name
","Fund Industry Focus
","Tot Asset (M)
"
PONAX US Equity,PIMCO INCOME FUND-A,3/30/2007,Fixed Income,PIMCO Funds,N.A.,139402.047
CWGIX US Equity,AF CAP WLRD GR & INC-A,3/26/1993,Equity,Capital World Growth and Income Fund/Fund Parent,N.A.,117151.914
TRBCX US Equity,T ROWE PR BLUE CHIP GROW-INV,6/30/1993,Equity,T Rowe Price Blue Chip Growth Fund Inc/United States,N.A.,86521.344
MWTRX US Equity,MTRPLTN WST TTL RTRN BND-M,3/31/1997,Fixed Income,Metropolitan West Funds,N.A.,77462.844
SMCWX US Equity,AMER FND SMALLCAP WRLD-A,4/30/1990,Equity,SMALLCAP World Fund Inc/Fund Parent,N.A.,71279.187
FCTDX US Equity,STRAT ADV FIDELITY US TTL,3/20/2018,Equity,Fidelity Rutland Square Trust II,N.A.,70820.469
DODIX US Equity,DODGE & COX INCOME,1/3/1989,Fixed Income,Dodge & Cox Funds,N.A.,68712.328
PTTRX US Equity,PIMCO TOTAL RETURN FUND-INST,5/11/1987,Fixed Income,PIMCO Funds,N.A.,67411.32
MFEBX US Equity,MFS VALUE FUND-B,11/4/1997,Equity,MFS Municipal Series Trust,N.A.,64918.566
FALCX US Equity,STRATEGIC ADVISERS LARGE CAP,11/5/2020,Equity,Fidelity Rutland Square Trust II,N.A.,59846.863
LALDX US Equity,LORD ABBETT SHRT DUR INC-A,11/4/1993,Fixed Income,Lord Abbett Investment Trust,N.A.,59618.5
VWNFX US Equity,VANGUARD WINDSOR II-INV,6/24/1985,Equity,Vanguard Windsor Funds,N.A.,58061.039
NEWFX US Equity,AMER FNDS NEW WORLD-A,6/17/1999,Equity,New World Fund Inc/Fund Parent,N.A.,54069.539
VDIGX US Equity,VANGUARD DIVIDEND GROWTH-INV,5/15/1992,Equity,Vanguard Specialized Funds,N.A.,53849.121
VEIPX US Equity,VANGUARD EQUITY INCOME-INV,3/21/1988,Equity,Vanguard Fenway Funds,N.A.,52487.977
FBGRX US Equity,FIDELITY BLUE CHIP GROWTH,12/31/1987,Equity,Fidelity Securities Fund,N.A.,51827.684
HLIEX US Equity,JPMORGAN EQUITY INCOME-I,7/2/1987,Equity,JPMorgan Trust II,N.A.,51259.57
PDBAX US Equity,PGIM TOTAL RETURN BOND-A,1/10/1995,Fixed Income,Prudential Investment Portfolios Inc 17,N.A.,49769.332
FIWGX US Equity,STRATEGIC ADV CORE INC,10/16/2018,Fixed Income,Fidelity Rutland Square Trust II,N.A.,46151.957
BSIIX US Equity,BLACKROCK STRAT INC OPP-INST,2/5/2008,Fixed Income,BlackRock Funds V,N.A.,45178.16
DBLTX US Equity,DOUBLELINE TTL RTRN BND-I,4/6/2010,Fixed Income,DoubleLine Funds Trust,N.A.,44382.879
DODFX US Equity,DODGE & COX INTL STCK,5/1/2001,Equity,Dodge & Cox Funds,N.A.,43838.434
MFEGX US Equity,MFS GROWTH FUND-A,9/13/1993,Equity,MFS Municipal Series Trust,N.A.,41818.391
VIPSX US Equity,VANGUARD INFLAT PROTECT-INV,6/29/2000,Fixed Income,Vanguard Fixed Income Securities Fund Inc,N.A.,41238.707
LBSAX US Equity,COLUMBIA DIVIDEND INCOME-A,11/25/2002,Equity,Columbia Funds Series Trust I,N.A.,39219.922
VMLTX US Equity,VANGUARD LTD TRM T/E-INV,8/31/1987,Fixed Income,Vanguard Municipal Bond Funds,N.A.,37971.184
FSIGX US Equity,FIDELITY SER INV GRD BND,10/8/2008,Fixed Income,Fidelity Salem Street Trust,N.A.,37638.473
BAGIX US Equity,BAIRD AGGREGATE BOND FUND-IS,9/29/2000,Fixed Income,Baird Funds Inc,N.A.,36930.977
WACPX US Equity,WESTERN ASST CORE PL BND-I,7/8/1998,Fixed Income,Western Asset Funds Inc,N.A.,36929.75
TRVLX US Equity,T ROWE PRICE VALUE FUND,9/30/1994,Equity,T Rowe Price Value Fund Inc/United States,N.A.,36909.82
SEEGX US Equity,JPMORGAN LARGE CAP GROW-I,2/28/1992,Equity,JPMorgan Trust II,N.A.,36859.066
ODMAX US Equity,INVESCO DEVELOP MRKTS-A,11/18/1996,Equity,AIM Investment Funds Invesco Investment Funds,N.A.,36097.324
VFICX US Equity,VANGUARD I/T INVEST GRD-INV,11/1/1993,Fixed Income,Vanguard Fixed Income Securities Fund Inc,N.A.,35153.328
HACAX US Equity,HARBOR CAPITAL APPRECIA-INST,12/29/1987,Equity,Harbor Funds,N.A.,34621.402
DFQTX US Equity,DFA US CORE EQUITY 2 PORT,9/15/2005,Equity,DFA Investment Dimensions Group Inc,N.A.,34065.375
DFIEX US Equity,DFA INTERNATIONAL CORE EQTY,9/15/2005,Equity,DFA Investment Dimensions Group Inc,N.A.,33371.441
RPMGX US Equity,T ROWE PR MID CAP GROW-INV,6/30/1992,Equity,T Rowe Price Mid-Cap Growth Fund Inc/United States,N.A.,32872.637
FTBFX US Equity,FIDELITY TOTAL BOND FUND-TB,10/15/2002,Fixed Income,Fidelity Income Fund/MA,N.A.,32766.844
BBCPX US Equity,BRIDGE BUILDER CORE PL BND,7/13/2015,Fixed Income,Bridge Builder Trust,N.A.,32709.773
DFEOX US Equity,DFA US CORE EQTY 1 PORT,9/15/2005,Equity,DFA Investment Dimensions Group Inc,N.A.,32591.24
VIITX US Equity,VANGUARD INST I/T BND-INS PL,11/30/1997,Fixed Income,Vanguard Malvern Funds,N.A.,31786.779
FLPSX US Equity,FIDELITY LOW-PRICED STOCK,12/27/1989,Equity,Fidelity Funds/USA,N.A.,31074.961
AIBAX US Equity,AM FND INTM BND FD AM-A,2/19/1988,Fixed Income,Intermediate Bond Fund of America/Fund Parent,N.A.,31040.27
PRBLX US Equity,PARNASSUS CORE EQUITY-INV,8/31/1992,Equity,Parnassus Income Funds,N.A.,29363.26
DFCEX US Equity,DFA EMERG MKTS CORE EQTY-I,4/5/2005,Equity,DFA Investment Dimensions Group Inc,N.A.,28293.16
EGFIX US Equity,EDGEWOOD GROWTH FUND-INST,2/28/2006,Equity,Edgewood Management LLC/USA,N.A.,27448.684
MGIAX US Equity,MFS INTL INTRINSIC VALUE-A,10/24/1995,Equity,MFS Municipal Series Trust,N.A.,27227.441
FEMSX US Equity,FIDELITY SER EMRG MRKT OPP,12/9/2008,Equity,Fidelity Investment Trust,N.A.,26806.629
FRDPX US Equity,FRANKLIN RISING DIVIDEND-A,1/14/1987,Equity,Franklin Managed Trust,N.A.,26495.082
BCOIX US Equity,BAIRD CORE PLUS BOND-INST,9/29/2000,Fixed Income,Baird Funds Inc,N.A.,26082.811
DFLVX US Equity,DFA US LRG CAP VAL PORT-INST,2/18/1993,Equity,DFA Investment Dimensions Group Inc,N.A.,25819.949
OAKIX US Equity,OAKMARK INTERNATIONAL-INV,9/30/1992,Equity,Harris Associates Investment Trust,N.A.,24877.84
GIBAX US Equity,GUGGENHEIM TOT RET BND-A,11/30/2011,Fixed Income,Guggenheim Funds Trust,N.A.,24080.42
ARTKX US Equity,ARTISAN INTL VAL-INV,9/23/2002,Equity,Artisan Partners Funds Inc,N.A.,24079.699
OWLSX US Equity,OLD WESTBURY LARGE CAP STRAT,10/22/1993,Equity,Old Westbury Funds Inc,N.A.,23815.801
WCMIX US Equity,WCM FOCUSED INTL GROWTH-INST,5/31/2011,Equity,Investment Managers Series Trust,N.A.,23028.687
GSIHX US Equity,GLDMN SCHS GQP PRT INTL-A,12/16/2016,Equity,Goldman Sachs Trust,N.A.,22976.09
FLCNX US Equity,FIDELITY CONTRAFUND K6,5/31/2017,Equity,Fidelity Contrafund/Fund Parent,N.A.,22967.961
AMUSX US Equity,AMER FNDS US GOVT SECS-A,10/17/1985,Fixed Income,American Funds Income Series,N.A.,22654.859
FNIAX US Equity,FIDELITY ADV NW INSGHTS-A,7/31/2003,Equity,Fidelity Contrafund/Fund Parent,N.A.,22274.65
PBHAX US Equity,PGIM HIGH YIELD-A,1/22/1990,Fixed Income,Prudential Investment Portfolios Inc 15,N.A.,22122.477
MADVX US Equity,BLACKROCK EQTY DVDND-I,11/29/1988,Equity,BlackRock Equity Dividend Fund/Fund Parent,N.A.,21943.836
JUEAX US Equity,JPMORGAN US EQUITY-A,9/10/2001,Equity,JPMorgan Trust II,N.A.,21910.961
PMBMX US Equity,PRINCIPAL MIDCAP FUND-R3,12/6/2000,Equity,Principal Funds Inc,N.A.,21709.43
NHMAX US Equity,NUVEEN HIGH YLD MUNI BND-A,6/7/1999,Fixed Income,Nuveen Municipal Trust/MA,N.A.,21676.221
TROSX US Equity,T ROWE PR OVERSEAS STOCK-INV,12/29/2006,Equity,T Rowe Price International Funds Inc,N.A.,21674.496
PRDGX US Equity,T ROWE PR DIVIDEND GROW-INV,12/30/1992,Equity,T Rowe Price Dividend Growth Fund Inc/United States,N.A.,21306.004
JVMIX US Equity,JH III DISC MID CAP VAL-I,6/2/1997,Equity,John Hancock Funds II,N.A.,21120.91
TRLGX US Equity,T ROWE PRICE LARGE/CAP GRW-I,10/31/2001,Equity,T Rowe Price Equity Funds Inc,N.A.,20796.332
BHYIX US Equity,BLCKRCK HI YLD BND PORT-INST,11/19/1998,Fixed Income,BlackRock Funds,N.A.,20574.633
FAGOX US Equity,FIDELITY ADV GROWTH OPPOR-M,11/18/1987,Equity,Fidelity Advisor Series I,N.A.,20485.949
JGRTX US Equity,JANUS HNDRSN ENTERPRISE-S,9/1/1992,Equity,Janus Investment Fund,N.A.,20005.344
MAHQX US Equity,BLACKROCK TOTAL RETURN-I,9/24/2007,Fixed Income,BlackRock Funds Inc/USA,N.A.,19929.789
VUBFX US Equity,VANGUARD ULTRA-S/T BND-INV,2/24/2015,Fixed Income,Vanguard Fixed Income Securities Fund Inc,N.A.,19683.207
PRFDX US Equity,T ROWE PRICE EQUITY INC-INV,10/31/1985,Equity,T Rowe Price Equity Income Fund/United States,N.A.,19512.836
JARTX US Equity,JANUS HENDERSON FORTY-S,5/1/1997,Equity,Janus Investment Fund,N.A.,19421.32
HLMIX US Equity,HRDNG LVNR INTL EQTY-INST,5/11/1994,Equity,Harding Loevner Funds Inc,N.A.,19305.199
AHITX US Equity,AMER FNDS HI-INC TRST-A,2/19/1988,Fixed Income,American High-Income Trust/Fund Parent,N.A.,19262.32
VHCOX US Equity,VANGUARD CAPITAL OPPORT-INV,8/14/1995,Equity,Vanguard Horizon Funds,N.A.,19150.992
BBVLX US Equity,BRIDGE BUILD LRG CAP VAL,4/27/2015,Equity,Bridge Builder Trust,N.A.,19054.98
JPST US Equity,JPMORGAN ULTRA-SHORT INCOME,5/19/2017,Fixed Income,JP Morgan ETFs/USA,N.A.,18979.84
JAMRX US Equity,JANUS HNDRSN RESEARCH-T,5/3/1993,Equity,Janus Investment Fund,N.A.,18686.35
FSMTX US Equity,FIDELITY SAI TOTAL BOND,10/25/2018,Fixed Income,Fidelity Salem Street Trust,N.A.,18402.08
WATFX US Equity,WESTERN ASSET CORE BOND-I,9/4/1990,Fixed Income,Western Asset Funds Inc,N.A.,18376.484
OAKMX US Equity,OAKMARK FUND-INV,8/5/1991,Equity,Harris Associates Investment Trust,N.A.,18263.74
APGAX US Equity,AB LARGE CAP GROWTH-A,9/28/1992,Equity,AB Large Cap Growth Fund Inc/Fund Parent,N.A.,18201.012
VCAIX US Equity,VANGUARD CA INT TRM T/E-INV,3/4/1994,Fixed Income,Vanguard California Tax-Free Funds,N.A.,18044.828
BBGLX US Equity,BRIDGE BUILD LRG CAP GROW,4/27/2015,Equity,Bridge Builder Trust,N.A.,18012.363
BBTBX US Equity,BRIDGE BUILDERCORE BOND,10/28/2013,Fixed Income,Bridge Builder Trust,N.A.,17865.379
CUSUX US Equity,SIX CIRCLES US UNCONSTR EQ,7/9/2018,Equity,Six Circles Trust,N.A.,17809.471
PRHSX US Equity,T ROWE PR HEALTH SCIENCES,12/29/1995,Equity,T Rowe Price Health Sciences Fund Inc/United States,Health Care,17341.74
CMGSX US Equity,BLACKROCK MID CAP GRW EQTY-S,12/27/1996,Equity,BlackRock Funds,N.A.,17025.316
PIGIX US Equity,PIMCO INV GRD CRD BND-INST,4/28/2000,Fixed Income,PIMCO Funds,N.A.,16880.773
JAMCX US Equity,JPMORGAN MID CAP VALUE-A,4/30/2001,Equity,JP Morgan Fleming Mutual Fund Group Inc,N.A.,16869.855
MCBVX US Equity,MFS MID CAP VALUE FUND-B,11/1/2001,Equity,MFS Municipal Series Trust,N.A.,16597.51
PTSHX US Equity,PIMCO SHORT-TERM FUND-INST,10/7/1987,Fixed Income,PIMCO Funds,N.A.,16373.1
FSIAX US Equity,FIDELITY ADV STRAT INC-M,10/31/1994,Fixed Income,Fidelity Advisor Series II,N.A.,16280.1
MRIBX US Equity,MFS RESEARCH INTERNAT-B,1/2/1998,Equity,MFS Municipal Series Trust,N.A.,16174.67
IHGIX US Equity,HARTFORD DVDND & GRWTH-A,7/22/1996,Equity,Hartford Mutual Funds Inc/The,N.A.,16104.9
HLIPX US Equity,JPMORGAN CORE PLUS BOND-I,3/5/1993,Fixed Income,JPMorgan Trust II,N.A.,16077.74
SBLGX US Equity,CLEARBRIDGE LRG CAP GROW-A,8/29/1997,Equity,Legg Mason Partners Equity Trust,N.A.,15743.973
LUBAX US Equity,LORD ABBTT ULTR SHRT BND-A,10/13/2016,Fixed Income,Lord Abbett Investment Trust,N.A.,15667.35
IGIFX US Equity,AMER FND INTL GR & INC-F1,10/1/2008,Equity,American Funds Portfolio Series,N.A.,15603.67
VHIAX US Equity,JPMORGAN GROWTH ADVANTAG-A,10/29/1999,Equity,JP Morgan Mutual Fund Investment Trust,N.A.,15543.3
AKRIX US Equity,AKRE FOCUS FUND-INST,8/31/2009,Equity,Professionally Managed Portfolios/Akre Capital Management LLC,N.A.,15495.95
TRMCX US Equity,T ROWE PR MID-CAP VALUE-INV,6/28/1996,Equity,T Rowe Price Mid-Cap Value Fund Inc/United States,N.A.,15493.75
DFSVX US Equity,DFA US SM CAP VAL PORT,3/2/1993,Equity,DFA Investment Dimensions Group Inc,N.A.,15404.86
DFAC US Equity,DIMENSIONAL US CORE EQUITY 2,6/14/2021,Equity,Dimensional ETF Trust,N.A.,15313.27
DFSTX US Equity,DFA US SMALL CAP PORTFOLIO,3/19/1992,Equity,DFA Investment Dimensions Group Inc,N.A.,15220.707
PSDTX US Equity,PUTNAM U/S DUR INC-A,10/17/2011,Fixed Income,Putnam Asset Allocation Funds,N.A.,14683.52
FIGSX US Equity,FIDELITY SER INTL GROWTH,12/3/2009,Equity,Fidelity Funds/USA,N.A.,14617.977
CWBFX US Equity,AF CAP WRLD BND-A,8/4/1987,Fixed Income,Capital World Bond Fund/Fund Parent,N.A.,14579.91
FSOSX US Equity,FIDELITY SERIES OVERSEAS,6/21/2019,Equity,Fidelity Investment Trust,N.A.,14488.9
FINVX US Equity,FIDELITY SER INTL VALUE,12/3/2009,Equity,Fidelity Funds/USA,N.A.,14471.16
VAFAX US Equity,INVESCO AMERICAN FRANCH-A,6/23/2005,Equity,AIM Counselor Series Trust Invesco Counselor Series Trust,N.A.,14342.926
BBIEX US Equity,BRIDGE BUILDER INTL EQTY,7/6/2015,Equity,Bridge Builder Trust,N.A.,14317.58
BFIAX US Equity,AMERICAN FNDS INFL LNK-A,12/14/2012,Fixed Income,American Funds Inflation Linked Bond Fund/Fund Parent,N.A.,14151.29
OTCAX US Equity,MFS MID CAP GROWTH FUND-A,12/1/1993,Equity,MFS Series Trust IV,N.A.,14065.32
FGLGX US Equity,FIDELITY SER LRG CAP STK,12/6/2012,Equity,Fidelity Hastings Street Trust,N.A.,13879.09
LCEAX US Equity,INVESCO DIVERS DVDND-A,12/31/2001,Equity,AIM Equity Funds Invesco Equity Funds,N.A.,13671.74
MLAAX US Equity,MAINSTAY WINS LRG CAP GRW-A,7/1/1995,Equity,MainStay Funds/The,N.A.,13648.57
SGOVX US Equity,FIRST EAGLE OVERSEAS-A,8/31/1993,Equity,First Eagle Funds,N.A.,13618.54
MGRAX US Equity,MFS INTERNATIONAL GROWTH-A,10/24/1995,Equity,MFS Municipal Series Trust,N.A.,13568.35
MINT US Equity,PIMCO ENHANCED SHORT MATURIT,11/17/2009,Fixed Income,Pimco ETFs/USA,N.A.,13522.15
JMGIX US Equity,JPMORGAN MANAGED INCOME-L,9/30/2010,Fixed Income,JPMorgan Trust I,N.A.,13200.82
LSGRX US Equity,LOOMIS SAYLES GROWTH FUND-Y,5/16/1991,Equity,Natixis Funds Trust I,N.A.,13142.97
FDMLX US Equity,FIDELITY SER INTRIN OPP,12/6/2012,Equity,Fidelity Funds/USA,N.A.,13122.44
PRSVX US Equity,T ROWE PR SM CAP VAL-INV,6/30/1988,Equity,T Rowe Price Small-Cap Value Fund Inc/United States,N.A.,13040.54
JVLAX US Equity,JH III-DISCIPLINED VAL-A,12/22/2008,Equity,John Hancock Funds II,N.A.,12937.56
DFFVX US Equity,DFA US TARGETED VALUE,2/23/2000,Equity,DFA Investment Dimensions Group Inc,N.A.,12925.242
FFRAX US Equity,FIDELITY ADV FL RT HI INC-A,8/16/2000,Fixed Income,Fidelity Advisor Series II,N.A.,12862.359
PFORX US Equity,PIMCO INTL BND USD HGD-INS,12/2/1992,Fixed Income,PIMCO Funds,N.A.,12856.8
FCGSX US Equity,FIDELITY SER GROWTH COMP,11/7/2013,Equity,Fidelity Mt Vernon Street Trust,N.A.,12716.937
PBSMX US Equity,PGIM SHRT TRM CORP BND-A,9/1/1989,Fixed Income,Prudential Short-Term Corporate Bond Fund Inc/Fund Parent,N.A.,12637.13
FGKFX US Equity,FIDELITY GROWTH COMP K6,6/13/2019,Equity,Fidelity Mt Vernon Street Trust,N.A.,12617.676
VQNPX US Equity,VANGUARD GROWTH & INCOME-INV,12/10/1986,Equity,Vanguard Quantitative Funds,N.A.,12577.535
DFEVX US Equity,DFA EMERGING MRKTS VALUE,4/1/1998,Equity,DFA Investment Dimensions Group Inc,N.A.,12525.79
SMGIX US Equity,COLUMBIA CONTRARIAN CORE-I,12/14/1992,Equity,Columbia Funds Series Trust I,N.A.,12469.41
WFPAX US Equity,ALLSPRING SPEC M/C VAL-A,7/31/2007,Equity,Allspring Funds Trust,N.A.,12433.67
TRIGX US Equity,T ROWE PR INTL VAL EQTY,12/21/1998,Equity,T Rowe Price International Funds Inc,N.A.,12393.29
DISVX US Equity,DFA INTL SMALL CAP VALUE PT,12/29/1994,Equity,DFA Investment Dimensions Group Inc,N.A.,12304.13
DFAPX US Equity,DFA INVESTMENT GRADE PORT,3/11/2011,Fixed Income,DFA Investment Dimensions Group Inc,N.A.,12263.62
PLGJX US Equity,PRINCIPAL LRG CAP GRW I-J,3/1/2001,Equity,Principal Funds Inc,N.A.,12225.8
FDIVX US Equity,FIDELITY DIVERSIFIED INTL FD,12/27/1991,Equity,Fidelity Funds/USA,N.A.,12209.48
CIUEX US Equity,SIX CIRCLES INTL UNCON EQ,7/9/2018,Equity,Six Circles Trust,N.A.,12205.9
DFGBX US Equity,DFA FIVE-YEAR GLBL FXD INC,11/6/1990,Fixed Income,DFA Investment Dimensions Group Inc,N.A.,12155.22
PRRIX US Equity,PIMCO REAL RETURN FUND-INST,1/29/1997,Fixed Income,PIMCO Funds,N.A.,12146.61
PFIAX US Equity,PIMCO LOW DURATION INC-A,7/30/2004,Fixed Income,PIMCO Funds,N.A.,12039.49
GSDTX US Equity,GLDMN SCHS SHT DUR T/F-A,5/1/1997,Fixed Income,Goldman Sachs Trust,N.A.,11998.445
MIEIX US Equity,MFS INSTL INTL EQUITY FUND-I,1/31/1996,Equity,MFS Municipal Series Trust,N.A.,11958.45
HAIAX US Equity,HARTFORD CORE EQUITY-A,4/30/1998,Equity,Hartford Mutual Funds Inc/CT,N.A.,11912.76
GOIOX US Equity,JH III INTL GRWTH-1,6/12/2006,Equity,John Hancock Funds II,N.A.,11897.25
ARKK US Equity,ARK INNOVATION ETF,10/31/2014,Equity,ARK ETF Trust,Thematic,11772.57
BBBMX US Equity,BBH LIMITED DURATION-N,7/20/2000,Fixed Income,BBH Trust,N.A.,11771.387
DHLAX US Equity,DIAMOND HILL LARGE CAP FD-A,6/29/2001,Equity,Diamond Hill Funds,N.A.,11766.21
ASBFX US Equity,AMER FNDS SHRT TRM BND-F1,11/10/2006,Fixed Income,Short Term Bond Fund of America/Fund Parent,N.A.,11718.582
VPCCX US Equity,VANGUARD PRIMECAP CORE-INV,12/9/2004,Equity,Vanguard Fenway Funds,N.A.,11698.391
DFUSX US Equity,DFA US LARGE COMPANY PORT,9/23/1999,Equity,DFA Investment Dimensions Group Inc,N.A.,11688.2
CPXAX US Equity,COHEN & STEER PR SEC&INC-A,5/3/2010,Fixed Income,Cohen & Steers Preferred Securities & Income Fund Inc/Fund Parent,N.A.,11663.04
JOHIX US Equity,JOHCM INTERNATIONAL SEL-INST,7/19/2021,Equity,JOHCM Funds Trust,N.A.,11659.598
TWEIX US Equity,AMER CENT EQTY INC-INV,8/1/1994,Equity,American Century Variable Portfolios Inc,N.A.,11560.15
JGIAX US Equity,JPMORGAN INCOME FUND-A,6/2/2014,Fixed Income,JPMorgan Trust I,N.A.,11537.246
MMHAX US Equity,MNSTY MCKY H/Y MUNI BND-A,3/30/2010,Fixed Income,MainStay Funds Trust,N.A.,11519.359
TIBAX US Equity,THORNBURG INVEST INC BLD-A,12/24/2002,Equity,Thornburg Investment Trust,N.A.,11406.65
HFMCX US Equity,HARTFORD MIDCAP FUND-A,12/31/1997,Equity,Hartford Mutual Funds Inc/The,N.A.,11394.09
POLIX US Equity,POLEN GROWTH FUND-INST,9/15/2010,Equity,FundVantage Trust,N.A.,11378.85
NBGNX US Equity,NBRGR BRMN GENESIS-INV,9/27/1988,Equity,Neuberger Berman Equity Funds,N.A.,11340.74
MKHCX US Equity,MNSTY MCKY H/Y CORP BND-B,5/1/1986,Fixed Income,MainStay Funds/The,N.A.,11339.625
MSEQX US Equity,MSIF GROWTH PORTFOLIO-I,4/2/1991,Equity,Morgan Stanley Institutional Fund Inc,N.A.,11286.801
FSCSX US Equity,FIDELITY SEL SOFTWARE & IT,7/29/1985,Equity,Fidelity Funds/USA,Technology,11270.969
EISMX US Equity,EATON VANCE-ATLANTA SMID-I,4/30/2002,Equity,Eaton Vance Mutual Funds Trust,N.A.,11241.691
BBMUX US Equity,BRIDGE BUILDER MUNI BOND,9/14/2015,Fixed Income,Bridge Builder Trust,N.A.,10965.73
JVAAX US Equity,JPMORGAN VALUE ADVANTAGE-A,2/28/2005,Equity,JPMorgan Trust I,N.A.,10936.68
MSIGX US Equity,INVESCO MAIN STREET-A,2/3/1988,Equity,AIM Equity Funds Invesco Equity Funds,N.A.,10849.008
FBLEX US Equity,FIDELITY SER STOCK SEL L/C,12/6/2012,Equity,Fidelity Funds/USA,N.A.,10824.42
GHYAX US Equity,GLDMN SCHS HI YLD MUNI-A,4/3/2000,Fixed Income,Goldman Sachs Trust,N.A.,10804.63
ANBAX US Equity,AMERICAN FNDS STRA BND-A,4/1/2016,Fixed Income,American Funds Strategic Bond Fund/Fund Parent,N.A.,10790.54
TIBDX US Equity,TIAA-CREF CORE BOND-INST,7/1/1999,Fixed Income,TIAA-CREF Funds,N.A.,10716.13
DODWX US Equity,DODGE & COX GLOBAL STOCK,5/1/2008,Equity,Dodge & Cox Funds,N.A.,10620.13
DFREX US Equity,DFA RL EST SECS,1/5/1993,Equity,DFA Investment Dimensions Group Inc,Real Estate,10590.26
GSMIX US Equity,GLDMN SCHS DYN MUNI INC-A,7/20/1993,Fixed Income,Goldman Sachs Trust,N.A.,10538.25
FTRBX US Equity,FED HERM TTL RTRN BND-INST,10/1/1996,Fixed Income,Federated Hermes Total Return Series Inc,N.A.,10517.23
PEIIX US Equity,PRINCIPAL EQUITY INC-I,1/16/2007,Equity,Principal Funds Inc,N.A.,10467.12
BSBIX US Equity,BAIRD SHORT TERM BOND FD-INS,8/31/2004,Fixed Income,Baird Funds Inc,N.A.,10442.89
JENSX US Equity,JENSEN QUALITY GROWTH-J,8/3/1992,Equity,Jensen Funds/USA,N.A.,10423.5
DBLFX US Equity,DOUBLELINE CORE FIX INC-I,6/1/2010,Fixed Income,DoubleLine Funds Trust,N.A.,10402.14
MUAIX US Equity,MSIFT ULTRA SHRT INC-A,4/29/2016,Fixed Income,Morgan Stanley Institutional Fund Inc,N.A.,10395.08
JEMSX US Equity,JPMORGAN EMERG MRKT EQ-I,9/10/2001,Equity,JPMorgan Trust II,Thematic,10265.96
CTRZX US Equity,COLUMBIA MM T/R BND STR-INST,1/4/2017,Fixed Income,Columbia Funds Series Trust I,N.A.,10222.02
OIGAX US Equity,I/O-INTERNATIONAL GROWTH-A,3/25/1996,Equity,AIM Growth Series Invesco Growth Series,N.A.,10124.78
TRBFX US Equity,T ROWE PR LTD DUR INFL FO,9/29/2006,Fixed Income,T Rowe Price Limited-Duration Inflation Focused Bond Fund Inc,N.A.,10122.97
SRLN US Equity,SPDR BLACKSTONE SENIOR LOAN,4/4/2013,Fixed Income,State Street ETF/USA,N.A.,10033.47
SHSAX US Equity,BLACKROCK HEAL SCI OPP-A,12/21/1999,Equity,BlackRock Funds,Health Care,9993.736
AMHIX US Equity,AM FND HI INC MUNI BND-A,9/26/1994,Fixed Income,American High-Income Municipal Bond Fund/Fund Parent,N.A.,9953.418
PBCKX US Equity,PRINCIPAL BLUE CHIP-INST,6/14/2012,Equity,Principal Funds Inc,N.A.,9921.976
TEDIX US Equity,FRANKLIN MTL GLBL DISC-A,12/31/1992,Equity,Franklin Mutual Series Funds,N.A.,9915.617
ACTHX US Equity,INVESCO HI YLD MUNI-A,1/2/1986,Fixed Income,AIM Tax-Exempt Funds Invesco Tax-Exempt Funds,N.A.,9915.567
FIGRX US Equity,FIDELITY INTL DISCOVERY FD,12/31/1986,Equity,Fidelity Funds/USA,N.A.,9743.421
VISTX US Equity,VANGUARD INST S/T BND-INS PL,12/7/2004,Fixed Income,Vanguard Malvern Funds,N.A.,9731.389
WEUSX US Equity,SEI INST INV WRLD EQ EX-US-A,3/28/2005,Equity,SEI Institutional Investments Trust,N.A.,9700.189
PHDAX US Equity,PIMCO HIGH YIELD FUND-A,1/13/1997,Fixed Income,PIMCO Funds,N.A.,9677.347
THIFX US Equity,THORNBURG LTD TRM INC-A,10/1/1992,Fixed Income,Thornburg Investment Trust,N.A.,9650.852
JGMAX US Equity,JANUS HNDRSN TRITON-A,2/25/2005,Equity,Janus Investment Fund,N.A.,9499.783
PRMTX US Equity,T ROWE PR COMM & TECH-INV,10/13/1993,Equity,T Rowe Price Communications & Technology Fund Inc/Fund Parent,Communications,9466.271
POAGX US Equity,PRIMECAP ODYSSEY AGGR GRW,11/1/2004,Equity,PRIMECAP Odyssey Funds,N.A.,9465.977
IIBAX US Equity,VOYA INTERMEDIATE BOND-A,12/15/1998,Fixed Income,Voya Equity Trust,N.A.,9400.373
FGOMX US Equity,STRAT ADV EMRG MRKTS,10/31/2018,Equity,Fidelity Rutland Square Trust II,N.A.,9388.483
PRMSX US Equity,T ROWE PR EMRG MRK STCK-INV,3/31/1995,Equity,T Rowe Price International Funds Inc,N.A.,9351.396
YACKX US Equity,AMG YACKTMAN FUND-I,7/6/1992,Equity,AMG Funds,N.A.,9344.604
JSOAX US Equity,JPMORGAN STRAT INC OPP-A,10/10/2008,Fixed Income,JPMorgan Trust I,N.A.,9332.967
HLLVX US Equity,JPMORGAN SHRT DURAT BND-I,9/4/1990,Fixed Income,JPMorgan Trust II,N.A.,9275.419
EAFAX US Equity,EATON VANCE FLNG RT ADV-A,3/17/2008,Fixed Income,Eaton Vance Mutual Funds Trust,N.A.,9184.271
FNKLX US Equity,FIDELITY SER VALUE DISCOVERY,12/6/2012,Equity,Fidelity Devonshire Trust,N.A.,9120.834
