year,month,GDPC1
1965,9,0.022232522817397404
1965,10,0.023040404659746994
1965,11,0.023040404659746994
1965,12,0.023040404659746994
1966,1,0.0243422875900956
1966,2,0.0243422875900956
1966,3,0.0243422875900956
1966,4,0.0034160196193779857
1966,5,0.0034160196193779857
1966,6,0.0034160196193779857
1966,7,0.008469050515743648
1966,8,0.008469050515743648
1966,9,0.008469050515743648
1966,10,0.0082040710856639
1966,11,0.0082040710856639
1966,12,0.0082040710856639
1967,1,0.008855525867702774
1967,2,0.008855525867702774
1967,3,0.008855525867702774
1967,4,0.0006129781262436129
1967,5,0.0006129781262436129
1967,6,0.0006129781262436129
1967,7,0.00946120917450588
1967,8,0.00946120917450588
1967,9,0.00946120917450588
1967,10,0.007540171273531016
1967,11,0.007540171273531016
1967,12,0.007540171273531016
1968,1,0.020395071286729127
1968,2,0.020395071286729127
1968,3,0.020395071286729127
1968,4,0.016707995500967243
1968,5,0.016707995500967243
1968,6,0.016707995500967243
1968,7,0.007749556634537802
1968,8,0.007749556634537802
1968,9,0.007749556634537802
1968,10,0.003933200411191606
1968,11,0.003933200411191606
1968,12,0.003933200411191606
1969,1,0.01565115509134385
1969,2,0.01565115509134385
1969,3,0.01565115509134385
1969,4,0.0030399532064926404
1969,5,0.0030399532064926404
1969,6,0.0030399532064926404
1969,7,0.006605142052771518
1969,8,0.006605142052771518
1969,9,0.006605142052771518
1969,10,-0.004876945875254335
1969,11,-0.004876945875254335
1969,12,-0.004876945875254335
1970,1,-0.0014847070124258677
1970,2,-0.0014847070124258677
1970,3,-0.0014847070124258677
1970,4,0.0014193000103852604
1970,5,0.0014193000103852604
1970,6,0.0014193000103852604
1970,7,0.009215508301376296
1970,8,0.009215508301376296
1970,9,0.009215508301376296
1970,10,-0.010716381060088431
1970,11,-0.010716381060088431
1970,12,-0.010716381060088431
1971,1,0.027159927894247593
1971,2,0.027159927894247593
1971,3,0.027159927894247593
1971,4,0.005411200797319715
1971,5,0.005411200797319715
1971,6,0.005411200797319715
1971,7,0.008229670850417481
1971,8,0.008229670850417481
1971,9,0.008229670850417481
1971,10,0.0023578383882147946
1971,11,0.0023578383882147946
1971,12,0.0023578383882147946
1972,1,0.018389588842627758
1972,2,0.018389588842627758
1972,3,0.018389588842627758
1972,4,0.02269772354108701
1972,5,0.02269772354108701
1972,6,0.02269772354108701
1972,7,0.009443818880000787
1972,8,0.009443818880000787
1972,9,0.009443818880000787
1972,10,0.016744587376992692
1972,11,0.016744587376992692
1972,12,0.016744587376992692
1973,1,0.024748063767099593
1973,2,0.024748063767099593
1973,3,0.024748063767099593
1973,4,0.010886625296699481
1973,5,0.010886625296699481
1973,6,0.010886625296699481
1973,7,-0.0052589853628965955
1973,8,-0.0052589853628965955
1973,9,-0.0052589853628965955
1973,10,0.009492160434313668
1973,11,0.009492160434313668
1973,12,0.009492160434313668
1974,1,-0.008597725743732298
1974,2,-0.008597725743732298
1974,3,-0.008597725743732298
1974,4,0.0023768322735318037
1974,5,0.0023768322735318037
1974,6,0.0023768322735318037
1974,7,-0.00945142778288588
1974,8,-0.00945142778288588
1974,9,-0.00945142778288588
1974,10,-0.0038814078278631703
1974,11,-0.0038814078278631703
1974,12,-0.0038814078278631703
1975,1,-0.012172858757971028
1975,2,-0.012172858757971028
1975,3,-0.012172858757971028
1975,4,0.007145362161192326
1975,5,0.007145362161192326
1975,6,0.007145362161192326
1975,7,0.017116519672596198
1975,8,0.017116519672596198
1975,9,0.017116519672596198
1975,10,0.01346524151995565
1975,11,0.01346524151995565
1975,12,0.01346524151995565
1976,1,0.022487601205136043
1976,2,0.022487601205136043
1976,3,0.022487601205136043
1976,4,0.007337005767250826
1976,5,0.007337005767250826
1976,6,0.007337005767250826
1976,7,0.005487057642404647
1976,8,0.005487057642404647
1976,9,0.005487057642404647
1976,10,0.007248509780973356
1976,11,0.007248509780973356
1976,12,0.007248509780973356
1977,1,0.011814835981103
1977,2,0.011814835981103
1977,3,0.011814835981103
1977,4,0.01944113077722598
1977,5,0.01944113077722598
1977,6,0.01944113077722598
1977,7,0.018043558989618846
1977,8,0.018043558989618846
1977,9,0.018043558989618846
1977,10,2.1857719235685025e-05
1977,11,2.1857719235685025e-05
1977,12,2.1857719235685025e-05
1978,1,0.0031916324144158903
1978,2,0.0031916324144158903
1978,3,0.0031916324144158903
1978,4,0.03864270187727903
1978,5,0.03864270187727903
1978,6,0.03864270187727903
1978,7,0.010055171271112995
1978,8,0.010055171271112995
1978,9,0.010055171271112995
1978,10,0.013441430638365226
1978,11,0.013441430638365226
1978,12,0.013441430638365226
1979,1,0.0017978728759684426
1979,2,0.0017978728759684426
1979,3,0.0017978728759684426
1979,4,0.0010691983132369298
1979,5,0.0010691983132369298
1979,6,0.0010691983132369298
1979,7,0.007428714679400095
1979,8,0.007428714679400095
1979,9,0.007428714679400095
1979,10,0.0025007503426883737
1979,11,0.0025007503426883737
1979,12,0.0025007503426883737
1980,1,0.003145190755262206
1980,2,0.003145190755262206
1980,3,0.003145190755262206
1980,4,-0.020604721643770918
1980,5,-0.020604721643770918
1980,6,-0.020604721643770918
1980,7,-0.00118847117300791
1980,8,-0.00118847117300791
1980,9,-0.00118847117300791
1980,10,0.018649256052742258
1980,11,0.018649256052742258
1980,12,0.018649256052742258
1981,1,0.019594294609354135
1981,2,0.019594294609354135
1981,3,0.019594294609354135
1981,4,-0.007410636129350667
1981,5,-0.007410636129350667
1981,6,-0.007410636129350667
1981,7,0.01197525210218009
1981,8,0.01197525210218009
1981,9,0.01197525210218009
1981,10,-0.010895640870053014
1981,11,-0.010895640870053014
1981,12,-0.010895640870053014
1982,1,-0.015535444794338882
1982,2,-0.015535444794338882
1982,3,-0.015535444794338882
1982,4,0.0045619851533253986
1982,5,0.0045619851533253986
1982,6,0.0045619851533253986
1982,7,-0.0038229927421408183
1982,8,-0.0038229927421408183
1982,9,-0.0038229927421408183
1982,10,0.0003994627387828853
1982,11,0.0003994627387828853
1982,12,0.0003994627387828853
1983,1,0.013178475763483855
1983,2,0.013178475763483855
1983,3,0.013178475763483855
1983,4,0.022756124393012778
1983,5,0.022756124393012778
1983,6,0.022756124393012778
1983,7,0.019990642943219727
1983,8,0.019990642943219727
1983,9,0.019990642943219727
1983,10,0.02086217479342567
1983,11,0.02086217479342567
1983,12,0.02086217479342567
1984,1,0.019547702889620933
1984,2,0.019547702889620933
1984,3,0.019547702889620933
1984,4,0.017277926627437656
1984,5,0.017277926627437656
1984,6,0.017277926627437656
1984,7,0.009640636283570148
1984,8,0.009640636283570148
1984,9,0.009640636283570148
1984,10,0.008208571463863334
1984,11,0.008208571463863334
1984,12,0.008208571463863334
1985,1,0.009690723005598256
1985,2,0.009690723005598256
1985,3,0.009690723005598256
1985,4,0.008804663531419399
1985,5,0.008804663531419399
1985,6,0.008804663531419399
1985,7,0.01527121263417941
1985,8,0.01527121263417941
1985,9,0.01527121263417941
1985,10,0.007433273444971578
1985,11,0.007433273444971578
1985,12,0.007433273444971578
1986,1,0.009335247075076047
1986,2,0.009335247075076047
1986,3,0.009335247075076047
1986,4,0.004503773625863294
1986,5,0.004503773625863294
1986,6,0.004503773625863294
1986,7,0.009569928864379351
1986,8,0.009569928864379351
1986,9,0.009569928864379351
1986,10,0.005369857182333737
1986,11,0.005369857182333737
1986,12,0.005369857182333737
1987,1,0.007450196299007672
1987,2,0.007450196299007672
1987,3,0.007450196299007672
1987,4,0.010788423160842164
1987,5,0.010788423160842164
1987,6,0.010788423160842164
1987,7,0.008675668556268334
1987,8,0.008675668556268334
1987,9,0.008675668556268334
1987,10,0.017170360958300268
1987,11,0.017170360958300268
1987,12,0.017170360958300268
1988,1,0.00516654167185715
1988,2,0.00516654167185715
1988,3,0.00516654167185715
1988,4,0.013139006174740953
1988,5,0.013139006174740953
1988,6,0.013139006174740953
1988,7,0.005859283143099914
1988,8,0.005859283143099914
1988,9,0.005859283143099914
1988,10,0.01332500553269722
1988,11,0.01332500553269722
1988,12,0.01332500553269722
1989,1,0.010165976737590343
1989,2,0.010165976737590343
1989,3,0.010165976737590343
1989,4,0.0076326565659203816
1989,5,0.0076326565659203816
1989,6,0.0076326565659203816
1989,7,0.007408769937583104
1989,8,0.007408769937583104
1989,9,0.007408769937583104
1989,10,0.0019705097429736362
1989,11,0.0019705097429736362
1989,12,0.0019705097429736362
1990,1,0.010927954159291042
1990,2,0.010927954159291042
1990,3,0.010927954159291042
1990,4,0.003629117904577539
1990,5,0.003629117904577539
1990,6,0.003629117904577539
1990,7,0.0006651243216417857
1990,8,0.0006651243216417857
1990,9,0.0006651243216417857
1990,10,-0.009103945411629843
1990,11,-0.009103945411629843
1990,12,-0.009103945411629843
1991,1,-0.004678675840305235
1991,2,-0.004678675840305235
1991,3,-0.004678675840305235
1991,4,0.007797180375009871
1991,5,0.007797180375009871
1991,6,0.007797180375009871
1991,7,0.005053384308288056
1991,8,0.005053384308288056
1991,9,0.005053384308288056
1991,10,0.003485639022466902
1991,11,0.003485639022466902
1991,12,0.003485639022466902
1992,1,0.011971575741433593
1992,2,0.011971575741433593
1992,3,0.011971575741433593
1992,4,0.010843206039467423
1992,5,0.010843206039467423
1992,6,0.010843206039467423
1992,7,0.009881071886633341
1992,8,0.009881071886633341
1992,9,0.009881071886633341
1992,10,0.010428798713650211
1992,11,0.010428798713650211
1992,12,0.010428798713650211
1993,1,0.001669790919454961
1993,2,0.001669790919454961
1993,3,0.001669790919454961
1993,4,0.00582113453283073
1993,5,0.00582113453283073
1993,6,0.00582113453283073
1993,7,0.0047715658730362875
1993,8,0.0047715658730362875
1993,9,0.0047715658730362875
1993,10,0.013600755600879477
1993,11,0.013600755600879477
1993,12,0.013600755600879477
1994,1,0.009703128401259642
1994,2,0.009703128401259642
1994,3,0.009703128401259642
1994,4,0.013550997524554909
1994,5,0.013550997524554909
1994,6,0.013550997524554909
1994,7,0.005845360161300439
1994,8,0.005845360161300439
1994,9,0.005845360161300439
1994,10,0.011455182646587403
1994,11,0.011455182646587403
1994,12,0.011455182646587403
1995,1,0.0035469547022048964
1995,2,0.0035469547022048964
1995,3,0.0035469547022048964
1995,4,0.0029830569907767224
1995,5,0.0029830569907767224
1995,6,0.0029830569907767224
1995,7,0.008506648680937756
1995,8,0.008506648680937756
1995,9,0.008506648680937756
1995,10,0.006790365355671124
1995,11,0.006790365355671124
1995,12,0.006790365355671124
1996,1,0.007489713290041333
1996,2,0.007489713290041333
1996,3,0.007489713290041333
1996,4,0.016678839473595275
1996,5,0.016678839473595275
1996,6,0.016678839473595275
1996,7,0.008970109358134248
1996,8,0.008970109358134248
1996,9,0.008970109358134248
1996,10,0.010383976491216806
1996,11,0.010383976491216806
1996,12,0.010383976491216806
1997,1,0.00645560776944043
1997,2,0.00645560776944043
1997,3,0.00645560776944043
1997,4,0.016619781050890126
1997,5,0.016619781050890126
1997,6,0.016619781050890126
1997,7,0.012507785733139487
1997,8,0.012507785733139487
1997,9,0.012507785733139487
1997,10,0.008587435626066453
1997,11,0.008587435626066453
1997,12,0.008587435626066453
1998,1,0.009993754010374056
1998,2,0.009993754010374056
1998,3,0.009993754010374056
1998,4,0.009258205069039516
1998,5,0.009258205069039516
1998,6,0.009258205069039516
1998,7,0.012527645526688502
1998,8,0.012527645526688502
1998,9,0.012527645526688502
1998,10,0.01616190702337028
1998,11,0.01616190702337028
1998,12,0.01616190702337028
1999,1,0.0094382661459127
1999,2,0.0094382661459127
1999,3,0.0094382661459127
1999,4,0.008350000298127824
1999,5,0.008350000298127824
1999,6,0.008350000298127824
1999,7,0.013230270261286092
1999,8,0.013230270261286092
1999,9,0.013230270261286092
1999,10,0.01642779005040773
1999,11,0.01642779005040773
1999,12,0.01642779005040773
2000,1,0.00364447361133724
2000,2,0.00364447361133724
2000,3,0.00364447361133724
2000,4,0.018205830083557695
2000,5,0.018205830083557695
2000,6,0.018205830083557695
2000,7,0.0009977412825952214
2000,8,0.0009977412825952214
2000,9,0.0009977412825952214
2000,10,0.005943617551420699
2000,11,0.005943617551420699
2000,12,0.005943617551420699
2001,1,-0.0032422100322343494
2001,2,-0.0032422100322343494
2001,3,-0.0032422100322343494
2001,4,0.006213892148654976
2001,5,0.006213892148654976
2001,6,0.006213892148654976
2001,7,-0.004003490160505052
2001,8,-0.004003490160505052
2001,9,-0.004003490160505052
2001,10,0.002773143584964499
2001,11,0.002773143584964499
2001,12,0.002773143584964499
2002,1,0.008282272155843984
2002,2,0.008282272155843984
2002,3,0.008282272155843984
2002,4,0.0061550245578356755
2002,5,0.0061550245578356755
2002,6,0.0061550245578356755
2002,7,0.00403528703998024
2002,8,0.00403528703998024
2002,9,0.00403528703998024
2002,10,0.0013065576705910686
2002,11,0.0013065576705910686
2002,12,0.0013065576705910686
2003,1,0.005167231869169786
2003,2,0.005167231869169786
2003,3,0.005167231869169786
2003,4,0.008933778011626758
2003,5,0.008933778011626758
2003,6,0.008933778011626758
2003,7,0.016668962697110157
2003,8,0.016668962697110157
2003,9,0.016668962697110157
2003,10,0.01154045727617814
2003,11,0.01154045727617814
2003,12,0.01154045727617814
2004,1,0.005729164860697633
2004,2,0.005729164860697633
2004,3,0.005729164860697633
2004,4,0.0077873875800889
2004,5,0.0077873875800889
2004,6,0.0077873875800889
2004,7,0.009412472246594472
2004,8,0.009412472246594472
2004,9,0.009412472246594472
2004,10,0.01022027368972056
2004,11,0.01022027368972056
2004,12,0.01022027368972056
2005,1,0.011108825076965312
2005,2,0.011108825076965312
2005,3,0.011108825076965312
2005,4,0.0048660447840531695
2005,5,0.0048660447840531695
2005,6,0.0048660447840531695
2005,7,0.007856219802722553
2005,8,0.007856219802722553
2005,9,0.007856219802722553
2005,10,0.005679282383580286
2005,11,0.005679282383580286
2005,12,0.005679282383580286
2006,1,0.013486661199029415
2006,2,0.013486661199029415
2006,3,0.013486661199029415
2006,4,0.0024558373055836302
2006,5,0.0024558373055836302
2006,6,0.0024558373055836302
2006,7,0.0015045618810949346
2006,8,0.0015045618810949346
2006,9,0.0015045618810949346
2006,10,0.008437116963573521
2006,11,0.008437116963573521
2006,12,0.008437116963573521
2007,1,0.00293598860618971
2007,2,0.00293598860618971
2007,3,0.00293598860618971
2007,4,0.006384345300807226
2007,5,0.006384345300807226
2007,6,0.006384345300807226
2007,7,0.0060230665745097944
2007,8,0.0060230665745097944
2007,9,0.0060230665745097944
2007,10,0.006096440026404526
2007,11,0.006096440026404526
2007,12,0.006096440026404526
2008,1,-0.004074294739200068
2008,2,-0.004074294739200068
2008,3,-0.004074294739200068
2008,4,0.005722953445686851
2008,5,0.005722953445686851
2008,6,0.005722953445686851
2008,7,-0.005268929022154589
2008,8,-0.005268929022154589
2008,9,-0.005268929022154589
2008,10,-0.021830971480936268
2008,11,-0.021830971480936268
2008,12,-0.021830971480936268
2009,1,-0.011657225306796692
2009,2,-0.011657225306796692
2009,3,-0.011657225306796692
2009,4,-0.001692381386635966
2009,5,-0.001692381386635966
2009,6,-0.001692381386635966
2009,7,0.0036192999076889443
2009,8,0.0036192999076889443
2009,9,0.0036192999076889443
2009,10,0.010679619498303428
2009,11,0.010679619498303428
2009,12,0.010679619498303428
2010,1,0.005000534814818991
2010,2,0.005000534814818991
2010,3,0.005000534814818991
2010,4,0.0096770463932625
2010,5,0.0096770463932625
2010,6,0.0096770463932625
2010,7,0.007731441503026959
2010,8,0.007731441503026959
2010,9,0.007731441503026959
2010,10,0.005195951592372738
2010,11,0.005195951592372738
2010,12,0.005195951592372738
2011,1,-0.0024091606810351385
2011,2,-0.0024091606810351385
2011,3,-0.0024091606810351385
2011,4,0.006780507512058831
2011,5,0.006780507512058831
2011,6,0.006780507512058831
2011,7,-0.00038767162657504795
2011,8,-0.00038767162657504795
2011,9,-0.00038767162657504795
2011,10,0.011216781834985756
2011,11,0.011216781834985756
2011,12,0.011216781834985756
2012,1,0.008179228450998721
2012,2,0.008179228450998721
2012,3,0.008179228450998721
2012,4,0.004558599868677016
2012,5,0.004558599868677016
2012,6,0.004558599868677016
2012,7,0.001748829776015537
2012,8,0.001748829776015537
2012,9,0.001748829776015537
2012,10,0.0010983806746418523
2012,11,0.0010983806746418523
2012,12,0.0010983806746418523
2013,1,0.008677895476911557
2013,2,0.008677895476911557
2013,3,0.008677895476911557
2013,4,0.0013938521976570861
2013,5,0.0013938521976570861
2013,6,0.0013938521976570861
2013,7,0.007916534107949902
2013,8,0.007916534107949902
2013,9,0.007916534107949902
2013,10,0.007111710015635708
2013,11,0.007111710015635708
2013,12,0.007111710015635708
2014,1,-0.0035010973651269373
2014,2,-0.0035010973651269373
2014,3,-0.0035010973651269373
2014,4,0.012841289071790607
2014,5,0.012841289071790607
2014,6,0.012841289071790607
2014,7,0.011649616444854738
2014,8,0.011649616444854738
2014,9,0.011649616444854738
2014,10,0.004489934024885178
2014,11,0.004489934024885178
2014,12,0.004489934024885178
2015,1,0.008133136264685703
2015,2,0.008133136264685703
2015,3,0.008133136264685703
2015,4,0.005800014316593494
2015,5,0.005800014316593494
2015,6,0.005800014316593494
2015,7,0.0032337267254958224
2015,8,0.0032337267254958224
2015,9,0.0032337267254958224
2015,10,0.0014623434657636825
2015,11,0.0014623434657636825
2015,12,0.0014623434657636825
2016,1,0.005891798685635052
2016,2,0.005891798685635052
2016,3,0.005891798685635052
2016,4,0.0030238880667263768
2016,5,0.0030238880667263768
2016,6,0.0030238880667263768
2016,7,0.0060111537926921255
2016,8,0.0060111537926921255
2016,9,0.0060111537926921255
2016,10,0.004968887960606461
2016,11,0.004968887960606461
2016,12,0.004968887960606461
2017,1,0.004719310419164735
2017,2,0.004719310419164735
2017,3,0.004719310419164735
2017,4,0.005597648226707275
2017,5,0.005597648226707275
2017,6,0.005597648226707275
2017,7,0.007191499912039934
2017,8,0.007191499912039934
2017,9,0.007191499912039934
2017,10,0.009403998383337164
2017,11,0.009403998383337164
2017,12,0.009403998383337164
2018,1,0.0076285403612730285
2018,2,0.0076285403612730285
2018,3,0.0076285403612730285
2018,4,0.008339109088382646
2018,5,0.008339109088382646
2018,6,0.008339109088382646
2018,7,0.0048195255902041545
2018,8,0.0048195255902041545
2018,9,0.0048195255902041545
2018,10,0.0022314183511114027
2018,11,0.0022314183511114027
2018,12,0.0022314183511114027
2019,1,0.005977902900982102
2019,2,0.005977902900982102
2019,3,0.005977902900982102
2019,4,0.007929244082058196
2019,5,0.007929244082058196
2019,6,0.007929244082058196
2019,7,0.006854987913095689
2019,8,0.006854987913095689
2019,9,0.006854987913095689
2019,10,0.004690976182113671
2019,11,0.004690976182113671
2019,12,0.004690976182113671
2020,1,-0.013035827460342153
2020,2,-0.013035827460342153
2020,3,-0.013035827460342153
2020,4,-0.0893725050116102
2020,5,-0.0893725050116102
2020,6,-0.0893725050116102
2020,7,0.07547534636423658
2020,8,0.07547534636423658
2020,9,0.07547534636423658
2020,10,0.011152767659365681
2020,11,0.011152767659365681
2020,12,0.011152767659365681
2021,1,0.015338896272110603
2021,2,0.015338896272110603
2021,3,0.015338896272110603
2021,4,0.016407465395443133
2021,5,0.016407465395443133
2021,6,0.016407465395443133
2021,7,0.00570948110599212
2021,8,0.00570948110599212
2021,9,0.00570948110599212
2021,10,0.017027610347261524
2021,11,0.017027610347261524
2021,12,0.0
